imagem_id,box_index,area_px,area_640_px
08.04.2022-09-28-19,1,3726,414.0
08.04.2022-09-28-19,2,532,59.1
08.04.2022-09-28-19,3,10787,1198.6
08.04.2022-09-29-45,0,2133,237.0
08.04.2022-09-29-45,1,680,75.6
08.04.2022-09-29-45,2,930,103.3
08.04.2022-09-29-45,3,936,104.0
08.04.2022-09-31-48,0,432,48.0
08.04.2022-09-31-48,1,25650,2850.0
08.04.2022-09-31-48,2,15616,1735.1
08.04.2022-09-31-48,3,4280,475.6
08.04.2022-09-31-48,4,4674,519.3
08.04.2022-09-34-35,1,2958,328.7
08.04.2022-09-34-35,2,5633,625.9
08.04.2022-09-34-35,3,45738,5082.0
08.04.2022-09-42-22,0,7973,885.9
08.04.2022-09-42-22,1,1032,114.7
08.04.2022-09-43-25,0,44850,4983.3
08.04.2022-09-49-34,0,17336,1926.2
08.04.2022-09-49-34,1,10350,1150.0
08.04.2022-09-49-34,2,13284,1476.0
08.04.2022-09-49-34,3,3055,339.4
08.04.2022-09-49-34,4,3108,345.3
08.04.2022-09-49-34,5,1081,120.1
08.04.2022-09-49-34,6,378,42.0
08.04.2022-09-49-34,7,12546,1394.0
08.04.2022-09-53-23,0,16524,1836.0
08.04.2022-09-55-02,0,22655,2517.2
08.04.2022-09-55-02,1,667,74.1
08.04.2022-09-56-07,0,1817,201.9
08.04.2022-09-56-07,1,8165,907.2
08.04.2022-09-56-07,2,756,84.0
08.04.2022-09-56-47,0,5986,665.1
08.04.2022-09-56-47,1,21090,2343.3
08.04.2022-09-59-41,0,4964,551.6
08.04.2022-09-59-41,1,6528,725.3
08.04.2022-09-59-41,2,8932,992.4
08.04.2022-09-59-41,3,5610,623.3
08.04.2022-09-59-41,4,4760,528.9
08.04.2022-09-59-41,5,4725,525.0
08.04.2022-10-42-59,0,1908,212.0
08.04.2022-10-42-59,1,1824,202.7
08.04.2022-10-42-59,3,1440,160.0
08.04.2022-10-42-59,4,2000,222.2
08.04.2022-10-42-59,5,1748,194.2
08.04.2022-10-42-59,6,486,54.0
08.04.2022-10-42-59,7,589,65.4
08.04.2022-10-42-59,8,1591,176.8
08.04.2022-10-42-59,9,1020,113.3
08.04.2022-10-42-59,10,700,77.8
08.04.2022-10-42-59,11,2183,242.6
08.04.2022-10-42-59,12,3075,341.7
08.04.2022-10-42-59,13,2552,283.6
08.04.2022-10-42-59,14,1100,122.2
08.04.2022-10-47-35,0,4410,490.0
08.04.2022-10-47-35,1,9936,1104.0
08.04.2022-10-47-35,2,4896,544.0
08.04.2022-10-47-35,3,6348,705.3
08.04.2022-10-47-35,4,6760,751.1
08.04.2022-10-47-35,5,18180,2020.0
08.04.2022-10-47-35,6,1763,195.9
08.04.2022-10-47-35,7,17028,1892.0
08.04.2022-10-51-22,0,15272,1696.9
08.04.2022-10-51-22,1,26462,2940.2
08.04.2022-10-51-22,3,7872,874.7
08.04.2022-10-51-22,4,11760,1306.7
08.04.2022-10-54-33,0,5150,572.2
08.04.2022-10-56-37,0,5301,589.0
08.04.2022-10-56-37,1,7998,888.7
08.07.2022-14-50-41,0,1624,180.4
08.07.2022-14-51-08,0,2291,254.6
08.07.2022-14-51-49,1,2310,256.7
08.07.2022-14-52-25,0,1734,192.7
08.07.2022-14-52-25,1,493,54.8
08.07.2022-14-52-25,2,5040,560.0
08.07.2022-14-53-04,0,1064,118.2
08.07.2022-14-53-04,1,1248,138.7
08.07.2022-14-53-04,2,4620,513.3
08.07.2022-14-56-34,0,13524,1502.7
08.07.2022-14-56-34,1,960,106.7
08.07.2022-14-56-34,2,480,53.3
08.07.2022-14-56-34,3,340,37.8
08.07.2022-14-56-34,4,516,57.3
08.07.2022-14-57-56,0,4865,540.6
08.07.2022-14-57-56,1,2112,234.7
08.07.2022-14-57-56,2,1464,162.7
08.07.2022-14-57-56,3,2068,229.8
08.07.2022-14-57-56,4,2520,280.0
08.07.2022-14-57-56,5,1464,162.7
08.07.2022-14-58-31,0,3531,392.3
08.07.2022-14-58-31,1,5814,646.0
08.07.2022-14-58-31,2,5544,616.0
08.07.2022-14-58-31,3,5291,587.9
08.07.2022-14-58-31,4,5016,557.3
08.07.2022-14-59-24,0,6030,670.0
08.07.2022-14-59-24,1,9600,1066.7
08.07.2022-14-59-24,2,9540,1060.0
08.07.2022-14-59-24,3,8918,990.9
08.07.2022-14-59-24,4,8262,918.0
08.07.2022-15-01-09,0,16660,1851.1
08.07.2022-15-01-09,1,18318,2035.3
08.07.2022-15-01-09,2,19592,2176.9
08.07.2022-15-01-09,3,8150,905.6
08.07.2022-15-01-35,0,22910,2545.6
08.07.2022-15-01-35,1,17928,1992.0
08.07.2022-15-01-35,2,9840,1093.3
08.07.2022-15-01-35,3,15730,1747.8
08.07.2022-15-02-29,0,42828,4758.7
08.07.2022-15-02-29,1,17537,1948.6
08.07.2022-15-02-29,2,8112,901.3
08.07.2022-15-02-29,3,16302,1811.3
08.07.2022-15-02-56,0,44320,4924.4
08.07.2022-15-02-56,1,17000,1888.9
08.07.2022-15-02-56,2,8892,988.0
08.07.2022-15-02-56,3,14700,1633.3
08.07.2022-15-03-52,0,9918,1102.0
08.07.2022-15-03-52,1,17466,1940.7
08.07.2022-15-03-52,3,16549,1838.8
08.07.2022-15-04-19,0,9976,1108.4
08.07.2022-15-04-19,1,18750,2083.3
08.07.2022-15-04-19,3,16250,1805.6
08.07.2022-15-05-52,1,18798,2088.7
08.07.2022-15-05-52,2,10850,1205.6
08.07.2022-15-05-52,3,16830,1870.0
08.07.2022-15-11-52,0,33770,3752.2
08.07.2022-15-12-23,0,3496,388.4
08.07.2022-15-12-23,3,30700,3411.1
08.07.2022-15-13-02,0,16401,1822.3
08.07.2022-15-13-02,1,27455,3050.6
08.07.2022-15-13-02,2,36608,4067.6
08.07.2022-15-13-02,3,672,74.7
08.07.2022-15-14-46,0,4032,448.0
08.07.2022-15-14-46,1,6880,764.4
08.07.2022-15-14-46,2,11978,1330.9
08.07.2022-15-14-46,3,7009,778.8
08.07.2022-15-14-46,4,5453,605.9
08.07.2022-15-14-46,5,588,65.3
08.07.2022-15-15-44,0,874,97.1
08.07.2022-15-15-44,1,1242,138.0
08.07.2022-15-15-44,2,2256,250.7
08.07.2022-15-15-44,3,1273,141.4
08.07.2022-15-15-44,4,1265,140.6
08.07.2022-15-15-44,5,2912,323.6
08.07.2022-15-15-44,6,812,90.2
08.07.2022-15-15-44,7,616,68.4
08.07.2022-15-15-44,8,396,44.0
08.07.2022-15-18-22,0,6083,675.9
08.07.2022-15-18-22,1,1550,172.2
08.07.2022-15-18-22,2,1472,163.6
08.07.2022-15-18-22,3,3894,432.7
08.07.2022-15-18-22,4,5832,648.0
08.07.2022-15-18-22,5,1452,161.3
08.07.2022-15-19-54,0,35931,3992.3
08.07.2022-15-19-54,1,19388,2154.2
08.07.2022-15-19-54,2,3886,431.8
08.07.2022-15-19-54,3,3008,334.2
08.07.2022-15-20-30,0,4248,472.0
08.07.2022-15-20-30,1,4081,453.4
08.07.2022-15-20-30,2,48852,5428.0
08.07.2022-15-21-45,0,12880,1431.1
08.07.2022-15-22-21,0,22646,2516.2
08.07.2022-15-22-21,1,30753,3417.0
08.07.2022-15-24-16,0,26125,2902.8
08.07.2022-15-24-33,0,43320,4813.3
08.07.2022-15-26-34,0,14250,1583.3
08.07.2022-15-26-34,1,2814,312.7
08.07.2022-15-26-34,2,2760,306.7
08.07.2022-15-26-34,3,630,70.0
08.07.2022-15-26-34,4,29503,3278.1
08.07.2022-15-33-47,0,12008,1334.2
08.07.2022-15-33-47,1,3404,378.2
08.07.2022-15-33-47,2,5989,665.4
08.07.2022-15-33-47,3,520,57.8
08.07.2022-15-33-47,4,2698,299.8
08.07.2022-15-36-20,0,34295,3810.6
08.07.2022-15-36-20,1,18410,2045.6
08.07.2022-15-36-20,2,8624,958.2
08.07.2022-15-37-11,1,8468,940.9
08.07.2022-15-37-11,2,21060,2340.0
09.05.2022-08-22-33,0,2000,222.2
09.05.2022-08-22-33,1,6660,740.0
09.05.2022-08-22-33,2,561,62.3
09.05.2022-08-28-55,0,18000,2000.0
09.05.2022-08-28-55,3,693,77.0
09.05.2022-08-28-55,4,600,66.7
09.05.2022-08-28-55,5,435,48.3
09.05.2022-08-28-55,6,950,105.6
09.05.2022-08-28-55,7,1680,186.7
09.05.2022-08-28-55,8,1488,165.3
09.05.2022-08-28-55,9,1242,138.0
09.05.2022-08-28-55,10,1170,130.0
09.05.2022-08-28-55,11,561,62.3
09.05.2022-08-28-55,12,442,49.1
09.05.2022-08-28-55,13,720,80.0
09.05.2022-08-28-55,14,851,94.6
09.05.2022-08-28-55,15,851,94.6
09.05.2022-08-31-33,0,20087,2231.9
09.05.2022-08-31-33,1,1995,221.7
09.05.2022-08-31-33,2,1944,216.0
09.05.2022-08-34-19,0,3290,365.6
09.05.2022-08-34-19,1,1575,175.0
09.05.2022-08-36-34,0,24576,2730.7
09.05.2022-08-36-34,1,1221,135.7
09.05.2022-08-36-34,2,341,37.9
09.05.2022-08-36-34,3,7339,815.4
09.05.2022-08-49-29,0,1539,171.0
09.05.2022-09-15-25,0,4148,460.9
09.05.2022-09-15-25,1,1188,132.0
09.05.2022-09-15-25,2,496,55.1
09.05.2022-09-15-25,3,1089,121.0
09.05.2022-09-15-25,4,2064,229.3
09.05.2022-09-15-25,5,3149,349.9
09.05.2022-09-15-25,6,2809,312.1
09.05.2022-09-17-33,0,592,65.8
09.05.2022-09-17-33,2,476,52.9
09.05.2022-09-17-33,3,455,50.6
09.05.2022-09-17-33,4,1701,189.0
09.05.2022-09-17-33,5,1416,157.3
09.05.2022-09-20-34,0,10248,1138.7
09.05.2022-09-20-34,1,31692,3521.3
09.05.2022-09-20-34,2,27525,3058.3
09.05.2022-09-20-34,3,8478,942.0
09.05.2022-09-20-34,4,5123,569.2
09.05.2022-09-20-34,5,1548,172.0
09.05.2022-09-20-34,6,1755,195.0
09.05.2022-09-29-54,0,561,62.3
09.05.2022-09-29-54,1,896,99.6
09.05.2022-09-34-16,0,2650,294.4
09.05.2022-09-34-16,1,6258,695.3
09.05.2022-09-34-16,2,6820,757.8
09.05.2022-09-34-16,3,720,80.0
09.05.2022-09-34-16,4,5240,582.2
09.05.2022-09-34-16,5,702,78.0
09.05.2022-09-34-16,6,646,71.8
09.05.2022-09-34-16,7,8350,927.8
09.05.2022-09-34-16,8,2925,325.0
09.05.2022-09-37-57,0,360,40.0
09.05.2022-09-37-57,1,7350,816.7
09.05.2022-09-37-57,2,10206,1134.0
09.05.2022-09-37-57,3,540,60.0
09.05.2022-09-37-57,4,880,97.8
09.05.2022-09-37-57,5,5984,664.9
09.05.2022-09-37-57,6,6909,767.7
09.05.2022-09-37-57,7,2725,302.8
09.05.2022-09-43-12,0,4300,477.8
09.05.2022-09-43-12,1,1575,175.0
09.05.2022-09-43-12,2,4859,539.9
09.05.2022-09-43-12,3,1566,174.0
09.05.2022-09-43-12,4,779,86.6
09.05.2022-09-43-12,5,2268,252.0
09.05.2022-09-43-12,6,1820,202.2
09.05.2022-09-43-12,7,990,110.0
09.05.2022-09-43-12,8,437,48.6
09.05.2022-09-43-12,9,2925,325.0
09.05.2022-09-43-12,10,1369,152.1
09.05.2022-09-43-12,11,936,104.0
09.05.2022-09-48-41,0,2016,224.0
09.05.2022-09-48-41,1,510,56.7
09.05.2022-09-48-41,2,2960,328.9
09.05.2022-09-48-41,3,2508,278.7
09.05.2022-09-48-41,4,910,101.1
09.05.2022-09-48-41,5,483,53.7
09.05.2022-09-48-41,6,2928,325.3
09.05.2022-09-48-41,7,1368,152.0
09.05.2022-09-48-41,8,744,82.7
09.05.2022-09-48-41,9,5450,605.6
09.05.2022-09-48-41,10,3640,404.4
09.05.2022-09-48-41,11,896,99.6
09.05.2022-09-48-41,12,690,76.7
09.05.2022-09-48-41,13,374,41.6
09.05.2022-09-48-41,14,1054,117.1
09.05.2022-09-48-41,15,575,63.9
09.05.2022-09-48-41,16,528,58.7
09.05.2022-09-48-41,17,400,44.4
09.05.2022-09-48-41,18,648,72.0
09.05.2022-09-48-41,19,1178,130.9
09.05.2022-09-53-00,1,1794,199.3
09.05.2022-09-53-00,2,2747,305.2
09.05.2022-09-53-00,3,6760,751.1
09.05.2022-09-53-00,4,1386,154.0
09.05.2022-09-53-00,5,1976,219.6
09.05.2022-09-53-00,6,513,57.0
09.05.2022-09-53-00,7,1189,132.1
09.05.2022-09-53-00,8,1980,220.0
09.05.2022-09-53-00,9,1050,116.7
09.05.2022-09-53-00,10,870,96.7
09.05.2022-09-53-00,11,2806,311.8
09.05.2022-10-34-56,0,544,60.4
09.05.2022-10-34-56,1,704,78.2
09.05.2022-10-34-56,2,1464,162.7
09.05.2022-10-34-56,3,1122,124.7
09.05.2022-10-34-56,4,1536,170.7
09.05.2022-10-34-56,5,1034,114.9
09.05.2022-10-34-56,6,924,102.7
09.05.2022-10-34-56,7,1325,147.2
09.05.2022-10-34-56,8,1679,186.6
09.05.2022-10-34-56,9,1856,206.2
09.05.2022-10-34-56,10,836,92.9
09.05.2022-10-34-56,11,1020,113.3
09.05.2022-10-34-56,12,2449,272.1
09.05.2022-10-34-56,13,384,42.7
09.05.2022-10-34-56,14,1536,170.7
09.05.2022-10-34-56,15,861,95.7
09.05.2022-10-34-56,16,1134,126.0
09.05.2022-10-34-56,17,1820,202.2
09.05.2022-10-34-56,18,1026,114.0
09.05.2022-10-34-56,19,1400,155.6
09.05.2022-10-34-56,20,589,65.4
09.05.2022-10-34-56,21,42900,4766.7
09.05.2022-10-46-43,0,725,80.6
09.05.2022-10-46-43,1,650,72.2
09.05.2022-10-46-43,2,5580,620.0
09.05.2022-10-46-43,3,2626,291.8
09.05.2022-10-46-43,4,3248,360.9
09.05.2022-10-46-43,5,2884,320.4
09.05.2022-10-46-43,6,1260,140.0
09.05.2022-10-50-30,0,20435,2270.6
09.05.2022-10-50-30,1,10152,1128.0
09.05.2022-10-50-30,2,13629,1514.3
09.05.2022-10-50-30,3,456,50.7
09.05.2022-10-50-30,4,434,48.2
09.05.2022-10-52-24,0,900,100.0
09.05.2022-10-52-24,1,783,87.0
09.05.2022-10-52-24,2,30268,3363.1
09.05.2022-10-52-24,3,43260,4806.7
09.05.2022-10-52-24,4,20435,2270.6
09.05.2022-11-05-38,0,2686,298.4
09.05.2022-11-05-38,1,2001,222.3
09.05.2022-11-05-38,2,1000,111.1
09.05.2022-11-05-38,3,748,83.1
09.05.2022-11-05-38,4,1872,208.0
09.05.2022-11-05-38,5,429,47.7
09.05.2022-11-05-38,6,1656,184.0
09.05.2022-11-05-38,7,1334,148.2
09.05.2022-11-05-38,8,520,57.8
09.05.2022-11-09-06,0,1120,124.4
09.05.2022-11-09-06,1,1180,131.1
09.05.2022-11-09-06,2,480,53.3
09.05.2022-11-09-06,3,1540,171.1
09.05.2022-11-09-06,4,1872,208.0
09.05.2022-11-09-06,5,3649,405.4
09.05.2022-11-09-06,6,18490,2054.4
09.05.2022-11-10-06,1,12825,1425.0
09.05.2022-11-10-06,2,3304,367.1
09.05.2022-11-15-18,0,6816,757.3
09.05.2022-11-15-18,1,4104,456.0
09.05.2022-11-15-18,2,2520,280.0
09.05.2022-11-15-18,3,8932,992.4
09.05.2022-11-19-45,0,2482,275.8
09.05.2022-11-19-45,1,2013,223.7
09.05.2022-11-19-45,2,1020,113.3
09.05.2022-11-19-45,3,1276,141.8
09.05.2022-11-19-45,4,440,48.9
09.05.2022-11-19-45,5,625,69.4
09.05.2022-11-19-45,6,2048,227.6
09.05.2022-11-19-45,7,2263,251.4
09.05.2022-11-19-45,8,2030,225.6
09.05.2022-13-42-06,0,2268,252.0
09.05.2022-13-42-06,1,3026,336.2
09.05.2022-13-42-06,2,5355,595.0
09.05.2022-13-42-06,4,7350,816.7
09.05.2022-13-42-06,5,1848,205.3
09.05.2022-13-42-06,6,4960,551.1
09.05.2022-13-42-06,7,5764,640.4
09.05.2022-13-42-06,8,8030,892.2
09.05.2022-13-42-06,9,783,87.0
09.05.2022-13-42-06,10,2720,302.2
09.05.2022-13-44-42,0,700,77.8
09.05.2022-13-44-42,1,1452,161.3
09.05.2022-13-44-42,2,1340,148.9
09.05.2022-13-44-42,3,752,83.6
09.05.2022-13-44-42,4,1342,149.1
09.05.2022-13-44-42,5,4704,522.7
09.05.2022-13-44-42,6,2160,240.0
09.05.2022-13-44-42,7,406,45.1
09.05.2022-13-44-42,8,2025,225.0
09.05.2022-13-50-16,0,1260,140.0
09.05.2022-13-50-16,1,2666,296.2
09.05.2022-13-50-16,2,1739,193.2
09.05.2022-13-50-16,3,1380,153.3
09.05.2022-13-50-16,4,1554,172.7
09.05.2022-13-50-16,5,3450,383.3
09.05.2022-13-50-16,6,672,74.7
09.05.2022-13-50-16,7,1015,112.8
09.05.2022-13-50-16,8,600,66.7
09.05.2022-13-50-16,9,399,44.3
09.05.2022-13-50-16,10,765,85.0
09.05.2022-13-50-16,11,400,44.4
09.05.2022-13-50-16,12,800,88.9
09.05.2022-13-50-16,13,1540,171.1
09.05.2022-13-50-16,14,1155,128.3
09.05.2022-13-50-16,15,2176,241.8
09.05.2022-13-50-16,16,3645,405.0
09.05.2022-13-54-57,0,1216,135.1
09.05.2022-13-55-24,0,2112,234.7
09.05.2022-13-57-04,0,26435,2937.2
09.05.2022-14-00-47,1,6844,760.4
09.05.2022-14-00-47,2,1674,186.0
09.05.2022-14-00-47,3,2001,222.3
09.05.2022-14-02-25,1,384,42.7
09.05.2022-14-03-37,0,1666,185.1
09.05.2022-14-03-37,1,2415,268.3
09.05.2022-14-12-56,2,13029,1447.7
09.05.2022-14-19-45,0,1536,170.7
09.05.2022-14-19-45,1,615,68.3
09.05.2022-14-19-45,2,1593,177.0
09.05.2022-14-20-29,0,840,93.3
09.05.2022-14-20-29,1,1541,171.2
09.05.2022-14-20-29,2,1888,209.8
09.05.2022-14-21-20,0,2765,307.2
09.05.2022-14-21-20,1,2528,280.9
09.05.2022-14-21-20,2,1566,174.0
09.05.2022-14-33-44,0,9017,1001.9
09.05.2022-14-33-44,1,12243,1360.3
09.05.2022-14-33-44,2,16740,1860.0
09.05.2022-14-35-22,0,560,62.2
09.05.2022-14-35-22,1,4635,515.0
09.05.2022-14-35-22,2,972,108.0
09.05.2022-14-35-22,3,1890,210.0
09.05.2022-14-35-22,4,4841,537.9
09.05.2022-14-35-22,5,3549,394.3
09.05.2022-14-39-34,0,27071,3007.9
09.05.2022-14-39-34,1,19680,2186.7
09.05.2022-14-39-34,2,1475,163.9
09.05.2022-14-39-34,3,3384,376.0
09.05.2022-14-39-34,4,4836,537.3
09.05.2022-14-39-34,5,5544,616.0
09.05.2022-14-39-34,6,2520,280.0
09.05.2022-15-04-02,0,13912,1545.8
09.05.2022-15-04-02,1,1320,146.7
09.05.2022-15-04-02,2,3040,337.8
09.05.2022-15-04-51,0,3555,395.0
09.05.2022-15-04-51,1,2622,291.3
09.05.2022-15-05-43,0,5733,637.0
09.05.2022-15-05-43,1,1750,194.4
09.05.2022-15-07-22,0,3570,396.7
09.05.2022-15-07-22,1,5152,572.4
09.05.2022-15-10-21,0,10780,1197.8
09.05.2022-15-10-21,1,9975,1108.3
09.05.2022-15-10-21,2,3952,439.1
09.05.2022-15-44-37,0,798,88.7
09.05.2022-15-44-37,1,435,48.3
09.05.2022-15-44-37,2,4480,497.8
09.05.2022-15-44-37,3,2546,282.9
09.05.2022-15-44-37,4,896,99.6
09.05.2022-15-44-37,5,2432,270.2
09.05.2022-15-44-37,6,4136,459.6
09.05.2022-15-44-37,7,7216,801.8
09.05.2022-15-44-37,8,1485,165.0
09.05.2022-15-44-37,9,3355,372.8
09.05.2022-15-44-37,10,2970,330.0
09.05.2022-15-44-37,11,1312,145.8
09.05.2022-15-44-37,12,1209,134.3
09.05.2022-15-44-37,13,11242,1249.1
09.05.2022-15-44-37,14,8855,983.9
09.05.2022-15-44-37,15,5412,601.3
09.05.2022-15-44-37,16,930,103.3
09.05.2022-15-44-37,17,3248,360.9
09.05.2022-15-44-37,18,6370,707.8
09.05.2022-15-44-37,19,2070,230.0
09.05.2022-15-44-37,20,5217,579.7
09.05.2022-15-49-40,0,5225,580.6
09.05.2022-15-49-40,1,6780,753.3
09.05.2022-15-49-40,2,4161,462.3
09.05.2022-15-49-40,3,2200,244.4
09.05.2022-15-49-40,4,1120,124.4
09.05.2022-15-49-40,5,1968,218.7
09.05.2022-15-49-40,6,5415,601.7
09.05.2022-15-49-40,7,5642,626.9
09.05.2022-15-49-40,8,2184,242.7
09.05.2022-15-49-40,9,2760,306.7
09.05.2022-15-49-40,10,2442,271.3
09.05.2022-15-49-40,11,1850,205.6
09.05.2022-15-49-40,12,4370,485.6
09.05.2022-15-49-40,13,390,43.3
09.05.2022-15-51-55,0,1755,195.0
09.05.2022-15-51-55,1,3621,402.3
09.05.2022-15-51-55,2,3080,342.2
09.05.2022-15-51-55,3,3192,354.7
09.05.2022-15-51-55,4,4674,519.3
09.05.2022-15-54-26,1,850,94.4
09.05.2022-15-54-26,2,728,80.9
09.05.2022-15-54-26,3,1617,179.7
09.05.2022-15-54-26,4,1392,154.7
09.05.2022-15-54-26,5,2064,229.3
09.05.2022-15-54-26,6,1560,173.3
09.05.2022-15-54-26,7,2200,244.4
09.05.2022-15-54-26,8,2535,281.7
09.05.2022-15-54-26,9,1911,212.3
09.05.2022-15-54-26,10,3010,334.4
10.05.2022-08-18-18,0,6321,702.3
10.05.2022-08-18-18,1,18060,2006.7
10.05.2022-08-18-18,2,3731,414.6
10.05.2022-08-19-22,0,4752,528.0
10.05.2022-08-21-03,0,576,64.0
10.05.2022-08-21-03,1,4240,471.1
10.05.2022-08-23-46,0,8814,979.3
10.05.2022-08-31-30,0,6489,721.0
10.05.2022-08-31-30,1,8136,904.0
10.05.2022-08-31-30,2,18513,2057.0
10.05.2022-08-31-30,3,6882,764.7
10.05.2022-08-33-42,1,8662,962.4
10.05.2022-08-33-42,2,2132,236.9
10.05.2022-08-33-42,3,7839,871.0
10.05.2022-08-33-42,4,1080,120.0
10.05.2022-08-33-42,5,1288,143.1
10.05.2022-08-33-42,7,3410,378.9
10.05.2022-08-57-43,0,1224,136.0
10.05.2022-08-57-43,1,5320,591.1
10.05.2022-08-57-43,2,2709,301.0
10.05.2022-09-00-37,0,690,76.7
10.05.2022-09-00-37,2,2380,264.4
10.05.2022-09-00-37,3,400,44.4
10.05.2022-09-00-37,4,625,69.4
10.05.2022-09-07-17,0,3627,403.0
10.05.2022-09-07-17,1,1519,168.8
10.05.2022-09-07-17,3,1600,177.8
10.05.2022-09-13-47,0,21630,2403.3
10.05.2022-09-13-47,1,1015,112.8
10.05.2022-09-13-47,2,3885,431.7
10.05.2022-09-13-47,3,3240,360.0
10.05.2022-09-13-47,4,1452,161.3
10.05.2022-09-13-47,5,2580,286.7
10.05.2022-09-13-47,6,7425,825.0
10.05.2022-09-17-32,0,15687,1743.0
10.05.2022-09-17-32,1,4320,480.0
10.05.2022-09-17-32,2,13132,1459.1
10.05.2022-09-17-32,3,10716,1190.7
10.05.2022-09-17-32,4,7840,871.1
10.05.2022-09-17-32,5,10092,1121.3
10.05.2022-09-17-32,6,17984,1998.2
10.05.2022-09-17-32,7,12432,1381.3
10.05.2022-09-17-32,8,6760,751.1
10.05.2022-09-17-32,9,7590,843.3
10.05.2022-09-17-32,10,10368,1152.0
10.05.2022-09-17-32,11,11175,1241.7
10.05.2022-09-17-32,12,9860,1095.6
10.05.2022-09-17-32,13,7488,832.0
10.05.2022-09-17-32,14,13395,1488.3
10.05.2022-09-17-32,15,22698,2522.0
10.05.2022-09-52-10,0,9603,1067.0
10.05.2022-09-52-10,1,816,90.7
10.05.2022-09-53-58,0,6468,718.7
10.05.2022-09-53-58,1,374,41.6
10.05.2022-09-53-58,4,770,85.6
10.05.2022-09-53-58,5,798,88.7
10.05.2022-10-03-56,0,17812,1979.1
10.05.2022-10-03-56,1,10348,1149.8
10.05.2022-10-03-56,2,9960,1106.7
10.05.2022-10-03-56,3,12261,1362.3
10.05.2022-10-03-56,4,9504,1056.0
10.05.2022-10-03-56,5,6660,740.0
10.05.2022-10-03-56,6,7155,795.0
10.05.2022-10-03-56,7,8140,904.4
10.05.2022-10-03-56,8,10152,1128.0
10.05.2022-10-03-56,9,14976,1664.0
10.05.2022-10-03-56,10,8968,996.4
10.05.2022-10-03-56,11,5586,620.7
10.05.2022-10-03-56,12,15910,1767.8
10.05.2022-10-03-56,13,17593,1954.8
10.05.2022-10-03-56,14,10065,1118.3
10.05.2022-10-03-56,15,16125,1791.7
10.05.2022-10-03-56,16,5842,649.1
10.05.2022-10-03-56,17,4480,497.8
10.05.2022-10-03-56,18,3686,409.6
10.05.2022-10-03-56,19,16892,1876.9
10.05.2022-10-03-56,20,7138,793.1
10.05.2022-10-03-56,21,10146,1127.3
10.05.2022-10-03-56,22,4400,488.9
10.05.2022-10-03-56,23,11109,1234.3
10.05.2022-10-21-07,0,7896,877.3
10.05.2022-10-21-07,2,532,59.1
10.05.2022-10-21-07,3,1298,144.2
10.05.2022-10-23-20,0,1380,153.3
10.05.2022-10-23-20,1,1825,202.8
10.05.2022-10-23-20,2,714,79.3
10.05.2022-10-23-20,3,429,47.7
10.05.2022-10-27-47,0,1596,177.3
10.05.2022-10-27-47,1,4725,525.0
10.05.2022-10-27-47,2,570,63.3
10.05.2022-10-27-47,3,480,53.3
10.05.2022-10-27-47,4,782,86.9
10.05.2022-10-30-16,0,5418,602.0
10.05.2022-10-30-16,1,18732,2081.3
10.05.2022-10-30-16,2,3350,372.2
10.05.2022-10-30-16,3,5100,566.7
10.05.2022-10-30-16,5,3224,358.2
10.05.2022-10-30-16,6,3420,380.0
10.05.2022-10-30-16,7,3243,360.3
10.05.2022-10-30-16,8,6325,702.8
10.05.2022-10-30-16,9,462,51.3
10.05.2022-10-34-28,0,3648,405.3
10.05.2022-10-34-58,0,13321,1480.1
10.05.2022-10-35-40,0,1456,161.8
10.05.2022-10-36-07,0,3960,440.0
10.05.2022-10-41-54,0,3842,426.9
10.05.2022-10-41-54,1,2288,254.2
10.05.2022-10-42-32,0,5904,656.0
10.05.2022-10-42-32,1,3844,427.1
10.05.2022-10-43-24,0,6570,730.0
10.05.2022-10-44-19,0,10752,1194.7
10.05.2022-10-44-54,0,7740,860.0
10.05.2022-10-46-02,0,3751,416.8
10.05.2022-10-56-03,0,2070,230.0
10.05.2022-10-56-03,1,528,58.7
10.05.2022-10-56-03,2,475,52.8
10.05.2022-10-56-03,3,450,50.0
10.05.2022-10-56-03,4,2655,295.0
10.05.2022-10-56-03,5,2280,253.3
10.05.2022-10-56-03,6,2065,229.4
10.05.2022-10-59-24,0,11368,1263.1
10.05.2022-10-59-24,1,10556,1172.9
10.05.2022-11-01-01,0,3225,358.3
10.05.2022-11-01-01,1,342,38.0
10.05.2022-11-01-01,3,3900,433.3
10.05.2022-11-01-01,4,5796,644.0
10.05.2022-11-01-01,5,5550,616.7
10.05.2022-11-01-01,6,5244,582.7
10.05.2022-11-03-46,0,5555,617.2
10.05.2022-11-03-46,1,1425,158.3
10.05.2022-11-05-01,0,1248,138.7
10.05.2022-11-05-01,1,600,66.7
10.05.2022-11-05-01,2,806,89.6
10.05.2022-11-05-01,3,8856,984.0
10.05.2022-11-06-01,0,1612,179.1
10.05.2022-11-06-01,1,630,70.0
10.05.2022-11-06-01,2,408,45.3
10.05.2022-11-10-54,0,2128,236.4
10.05.2022-11-10-54,1,8910,990.0
10.05.2022-11-10-54,2,2139,237.7
10.05.2022-11-10-54,3,2520,280.0
10.05.2022-11-10-54,4,1840,204.4
10.05.2022-11-10-54,5,713,79.2
10.05.2022-11-10-54,6,1472,163.6
10.05.2022-11-10-54,7,2279,253.2
